target,distractor1,distractor2,distractor3,audioFile,audioUrl,corpusId,composite.a,composite.b,composite.c,composite.d,letterNameUpper.a,letterNameUpper.b,letterNameUpper.c,letterNameUpper.d,letterNameLower.a,letterNameLower.b,letterNameLower.c,letterNameLower.d,letterPhoneme.a,letterPhoneme.b,letterPhoneme.c,letterPhoneme.d,letterNamePractice.a,letterNamePractice.b,letterNamePractice.c,letterNamePractice.d,letterPhonemePractice.a,letterPhonemePractice.b,letterPhonemePractice.c,letterPhonemePractice.d
i,u,t,b,iLetter,https://storage.googleapis.com/roar-ak/en/shared/iLetter.mp3,letterNameLower,1.0,-2.78050965384683,0.25,1.0,NA,NA,NA,NA,1.0,-2.78050965384683,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j,a,v,h,jLetter,https://storage.googleapis.com/roar-ak/en/shared/jLetter.mp3,letterNameLower,1.0,-2.63033701743711,0.25,1.0,NA,NA,NA,NA,1.0,-2.63033701743711,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
k,i,x,c,kLetter,https://storage.googleapis.com/roar-ak/en/shared/kLetter.mp3,letterNameLower,1.0,-2.78443189754215,0.25,1.0,NA,NA,NA,NA,1.0,-2.78443189754215,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
l,i,m,x,lLetter,https://storage.googleapis.com/roar-ak/en/shared/lLetter.mp3,letterNameLower,1.0,-2.49902629242916,0.25,1.0,NA,NA,NA,NA,1.0,-2.49902629242916,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m,a,x,k,mLetter,https://storage.googleapis.com/roar-ak/en/shared/mLetter.mp3,letterNameLower,1.0,-2.90037006062513,0.25,1.0,NA,NA,NA,NA,1.0,-2.90037006062513,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
n,a,f,r,nLetter,https://storage.googleapis.com/roar-ak/en/shared/nLetter.mp3,letterNameLower,1.0,-2.38109557877756,0.25,1.0,NA,NA,NA,NA,1.0,-2.38109557877756,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
o,i,j,g,oLetter,https://storage.googleapis.com/roar-ak/en/shared/oLetter.mp3,letterNameLower,1.0,-3.34467311726424,0.25,1.0,NA,NA,NA,NA,1.0,-3.34467311726424,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
p,a,y,r,pLetter,https://storage.googleapis.com/roar-ak/en/shared/pLetter.mp3,letterNameLower,1.0,-2.46014009075513,0.25,1.0,NA,NA,NA,NA,1.0,-2.46014009075513,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
q,a,j,l,qLetter,https://storage.googleapis.com/roar-ak/en/shared/qLetter.mp3,letterNameLower,1.0,-2.46579244478435,0.25,1.0,NA,NA,NA,NA,1.0,-2.46579244478435,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r,e,w,p,rLetter,https://storage.googleapis.com/roar-ak/en/shared/rLetter.mp3,letterNameLower,1.0,-2.76975576170586,0.25,1.0,NA,NA,NA,NA,1.0,-2.76975576170586,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
s,o,q,z,sLetter,https://storage.googleapis.com/roar-ak/en/shared/sLetter.mp3,letterNameLower,1.0,-2.62213231655423,0.25,1.0,NA,NA,NA,NA,1.0,-2.62213231655423,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
t,a,c,v,tLetter,https://storage.googleapis.com/roar-ak/en/shared/tLetter.mp3,letterNameLower,1.0,-2.70649604684216,0.25,1.0,NA,NA,NA,NA,1.0,-2.70649604684216,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
u,i,p,t,uLetter,https://storage.googleapis.com/roar-ak/en/shared/uLetter.mp3,letterNameLower,1.0,-2.45369397463406,0.25,1.0,NA,NA,NA,NA,1.0,-2.45369397463406,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
v,i,n,k,vLetter,https://storage.googleapis.com/roar-ak/en/shared/vLetter.mp3,letterNameLower,1.0,-2.1733019830755,0.25,1.0,NA,NA,NA,NA,1.0,-2.1733019830755,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
w,a,s,n,wLetter,https://storage.googleapis.com/roar-ak/en/shared/wLetter.mp3,letterNameLower,1.0,-3.40705055085636,0.25,1.0,NA,NA,NA,NA,1.0,-3.40705055085636,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x,u,p,c,xLetter,https://storage.googleapis.com/roar-ak/en/shared/xLetter.mp3,letterNameLower,1.0,-3.42699378202659,0.25,1.0,NA,NA,NA,NA,1.0,-3.42699378202659,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
y,a,k,d,yLetter,https://storage.googleapis.com/roar-ak/en/shared/yLetter.mp3,letterNameLower,1.0,-3.14514168521122,0.25,1.0,NA,NA,NA,NA,1.0,-3.14514168521122,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
z,i,t,h,zLetter,https://storage.googleapis.com/roar-ak/en/shared/zLetter.mp3,letterNameLower,1.0,-3.25366793916211,0.25,1.0,NA,NA,NA,NA,1.0,-3.25366793916211,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A,U,W,M,aLetter,https://storage.googleapis.com/roar-ak/en/shared/aLetter.mp3,letterNameUpper,1.0,-3.27097287667706,0.25,1.0,1.0,-3.27097287667706,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,O,D,H,bLetter,https://storage.googleapis.com/roar-ak/en/shared/bLetter.mp3,letterNameUpper,1.0,-2.19499102802609,0.25,1.0,1.0,-2.19499102802609,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,U,R,L,cLetter,https://storage.googleapis.com/roar-ak/en/shared/cLetter.mp3,letterNameUpper,1.0,-2.7316391122065,0.25,1.0,1.0,-2.7316391122065,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,A,J,F,dLetter,https://storage.googleapis.com/roar-ak/en/shared/dLetter.mp3,letterNameUpper,1.0,-2.70777544104425,0.25,1.0,1.0,-2.70777544104425,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,U,D,Z,eLetter,https://storage.googleapis.com/roar-ak/en/shared/eLetter.mp3,letterNameUpper,1.0,-2.13352958125548,0.25,1.0,1.0,-2.13352958125548,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F,O,P,Q,fLetter,https://storage.googleapis.com/roar-ak/en/shared/fLetter.mp3,letterNameUpper,1.0,-2.8799687400933,0.25,1.0,1.0,-2.8799687400933,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,E,X,H,gLetter,https://storage.googleapis.com/roar-ak/en/shared/gLetter.mp3,letterNameUpper,1.0,-2.31762349165623,0.25,1.0,1.0,-2.31762349165623,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H,U,G,W,hLetter,https://storage.googleapis.com/roar-ak/en/shared/hLetter.mp3,letterNameUpper,1.0,-2.13398711072332,0.25,1.0,1.0,-2.13398711072332,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I,U,T,B,iLetter,https://storage.googleapis.com/roar-ak/en/shared/iLetter.mp3,letterNameUpper,1.0,-2.34588181501479,0.25,1.0,1.0,-2.34588181501479,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J,A,V,H,jLetter,https://storage.googleapis.com/roar-ak/en/shared/jLetter.mp3,letterNameUpper,1.0,-2.59102360780205,0.25,1.0,1.0,-2.59102360780205,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K,I,X,C,kLetter,https://storage.googleapis.com/roar-ak/en/shared/kLetter.mp3,letterNameUpper,1.0,-2.04789507685946,0.25,1.0,1.0,-2.04789507685946,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L,I,M,X,lLetter,https://storage.googleapis.com/roar-ak/en/shared/lLetter.mp3,letterNameUpper,1.0,-2.38903203143382,0.25,1.0,1.0,-2.38903203143382,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M,A,X,K,mLetter,https://storage.googleapis.com/roar-ak/en/shared/mLetter.mp3,letterNameUpper,1.0,-2.77433435752357,0.25,1.0,1.0,-2.77433435752357,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N,A,F,R,nLetter,https://storage.googleapis.com/roar-ak/en/shared/nLetter.mp3,letterNameUpper,1.0,-2.39172402326072,0.25,1.0,1.0,-2.39172402326072,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O,I,J,G,oLetter,https://storage.googleapis.com/roar-ak/en/shared/oLetter.mp3,letterNameUpper,1.0,-3.34745046844541,0.25,1.0,1.0,-3.34745046844541,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P,A,Y,R,pLetter,https://storage.googleapis.com/roar-ak/en/shared/pLetter.mp3,letterNameUpper,1.0,-2.413476079082,0.25,1.0,1.0,-2.413476079082,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q,A,J,L,qLetter,https://storage.googleapis.com/roar-ak/en/shared/qLetter.mp3,letterNameUpper,1.0,-2.68154748718867,0.25,1.0,1.0,-2.68154748718867,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,E,W,P,rLetter,https://storage.googleapis.com/roar-ak/en/shared/rLetter.mp3,letterNameUpper,1.0,-2.66216790954425,0.25,1.0,1.0,-2.66216790954425,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S,O,Q,Z,sLetter,https://storage.googleapis.com/roar-ak/en/shared/sLetter.mp3,letterNameUpper,1.0,-2.72175325254269,0.25,1.0,1.0,-2.72175325254269,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T,A,C,V,tLetter,https://storage.googleapis.com/roar-ak/en/shared/tLetter.mp3,letterNameUpper,1.0,-2.43097378396161,0.25,1.0,1.0,-2.43097378396161,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U,I,P,T,uLetter,https://storage.googleapis.com/roar-ak/en/shared/uLetter.mp3,letterNameUpper,1.0,-2.53336630236536,0.25,1.0,1.0,-2.53336630236536,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
V,I,N,K,vLetter,https://storage.googleapis.com/roar-ak/en/shared/vLetter.mp3,letterNameUpper,1.0,-2.04283825530283,0.25,1.0,1.0,-2.04283825530283,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W,A,S,N,wLetter,https://storage.googleapis.com/roar-ak/en/shared/wLetter.mp3,letterNameUpper,1.0,-3.16207932486033,0.25,1.0,1.0,-3.16207932486033,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X,U,P,C,xLetter,https://storage.googleapis.com/roar-ak/en/shared/xLetter.mp3,letterNameUpper,1.0,-3.1758211214623,0.25,1.0,1.0,-3.1758211214623,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,A,K,D,yLetter,https://storage.googleapis.com/roar-ak/en/shared/yLetter.mp3,letterNameUpper,1.0,-2.69896868723918,0.25,1.0,1.0,-2.69896868723918,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z,I,T,H,zLetter,https://storage.googleapis.com/roar-ak/en/shared/zLetter.mp3,letterNameUpper,1.0,-2.9449351540717,0.25,1.0,1.0,-2.9449351540717,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
t,d,r,u,tPhoneme,https://storage.googleapis.com/roar-ak/en/shared/tPhoneme.mp3,letterPhonemePractice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.68608786526747,0.25,1.0
s,n,v,k,sPhoneme,https://storage.googleapis.com/roar-ak/en/shared/sPhoneme.mp3,letterPhonemePractice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.51356177724301,0.25,1.0
a,u,y,g,aShortPhoneme,https://storage.googleapis.com/roar-ak/en/shared/aShortPhoneme.mp3,letterPhoneme,1.0,-2.16147864210807,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.16147864210807,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
e,u,r,c,eShortPhoneme,https://storage.googleapis.com/roar-ak/en/shared/eShortPhoneme.mp3,letterPhoneme,1.0,-1.4821131466502,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.4821131466502,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
i,u,r,j,iShortPhoneme,https://storage.googleapis.com/roar-ak/en/shared/iShortPhoneme.mp3,letterPhoneme,1.0,-1.33836979449235,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.33836979449235,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
o,e,b,h,oShortPhoneme,https://storage.googleapis.com/roar-ak/en/shared/oShortPhoneme.mp3,letterPhoneme,1.0,-1.71045835137528,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.71045835137528,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
u,e,h,f,uShortPhoneme,https://storage.googleapis.com/roar-ak/en/shared/uShortPhoneme.mp3,letterPhoneme,1.0,-1.08443286973031,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.08443286973031,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
a,o,m,w,aLongPhoneme,https://storage.googleapis.com/roar-ak/en/shared/aLongPhoneme.mp3,letterPhoneme,1.0,-2.99397130729678,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.99397130729678,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
e,i,v,w,eLongPhoneme,https://storage.googleapis.com/roar-ak/en/shared/eLongPhoneme.mp3,letterPhoneme,1.0,-1.52330812979247,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.52330812979247,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
i,o,x,w,iLongPhoneme,https://storage.googleapis.com/roar-ak/en/shared/iLongPhoneme.mp3,letterPhoneme,1.0,-2.81025248199393,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.81025248199393,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
o,a,v,y,oLongPhoneme,https://storage.googleapis.com/roar-ak/en/shared/oLongPhoneme.mp3,letterPhoneme,1.0,-3.21946676416984,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-3.21946676416984,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
u,i,g,z,uLongPhoneme,https://storage.googleapis.com/roar-ak/en/shared/uLongPhoneme.mp3,letterPhoneme,1.0,-2.19575388047128,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.19575388047128,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
b,e,h,l,bPhoneme,https://storage.googleapis.com/roar-ak/en/shared/bPhoneme.mp3,letterPhoneme,1.0,-2.00575235648946,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.00575235648946,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
c,i,t,g,cSoftPhoneme,https://storage.googleapis.com/roar-ak/en/shared/cSoftPhoneme.mp3,letterPhoneme,1.0,-0.798425322191993,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-0.798425322191993,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
c,e,j,p,cHardPhoneme,https://storage.googleapis.com/roar-ak/en/shared/cHardPhoneme.mp3,letterPhoneme,1.0,-1.6767123945185,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.6767123945185,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
d,a,k,h,dPhoneme,https://storage.googleapis.com/roar-ak/en/shared/dPhoneme.mp3,letterPhoneme,1.0,-2.39119224392503,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.39119224392503,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
f,u,r,g,fPhoneme,https://storage.googleapis.com/roar-ak/en/shared/fPhoneme.mp3,letterPhoneme,1.0,-1.32830300417115,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.32830300417115,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
g,i,n,s,gSoftPhoneme,https://storage.googleapis.com/roar-ak/en/shared/gSoftPhoneme.mp3,letterPhoneme,1.0,-1.77150078748313,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.77150078748313,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
g,e,l,k,gHardPhoneme,https://storage.googleapis.com/roar-ak/en/shared/gHardPhoneme.mp3,letterPhoneme,1.0,-1.96693409062816,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.96693409062816,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
h,o,m,t,hPhoneme,https://storage.googleapis.com/roar-ak/en/shared/hPhoneme.mp3,letterPhoneme,1.0,-1.74406740221653,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.74406740221653,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
j,i,m,b,jPhoneme,https://storage.googleapis.com/roar-ak/en/shared/jPhoneme.mp3,letterPhoneme,1.0,-1.89297190175747,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.89297190175747,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
k,a,s,w,kPhoneme,https://storage.googleapis.com/roar-ak/en/shared/kPhoneme.mp3,letterPhoneme,1.0,-1.78433675245474,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.78433675245474,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
l,e,b,f,lPhoneme,https://storage.googleapis.com/roar-ak/en/shared/lPhoneme.mp3,letterPhoneme,1.0,-1.35521233083741,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.35521233083741,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
m,i,t,p,mPhoneme,https://storage.googleapis.com/roar-ak/en/shared/mPhoneme.mp3,letterPhoneme,1.0,-2.74726250828505,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.74726250828505,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
n,o,z,d,nPhoneme,https://storage.googleapis.com/roar-ak/en/shared/nPhoneme.mp3,letterPhoneme,1.0,-2.04762252706783,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.04762252706783,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
p,i,g,t,pPhoneme,https://storage.googleapis.com/roar-ak/en/shared/pPhoneme.mp3,letterPhoneme,1.0,-1.38043971981791,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.38043971981791,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
r,u,s,m,rPhoneme,https://storage.googleapis.com/roar-ak/en/shared/rPhoneme.mp3,letterPhoneme,1.0,-1.9302040400265,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.9302040400265,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
s,e,m,p,sPhoneme,https://storage.googleapis.com/roar-ak/en/shared/sPhoneme.mp3,letterPhoneme,1.0,-2.51356177724301,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.51356177724301,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
t,a,r,m,tPhoneme,https://storage.googleapis.com/roar-ak/en/shared/tPhoneme.mp3,letterPhoneme,1.0,-2.68608786526747,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.68608786526747,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
v,o,j,r,vPhoneme,https://storage.googleapis.com/roar-ak/en/shared/vPhoneme.mp3,letterPhoneme,1.0,-1.48855825544393,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.48855825544393,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
w,u,m,l,wPhoneme,https://storage.googleapis.com/roar-ak/en/shared/wPhoneme.mp3,letterPhoneme,1.0,-1.25007686224533,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.25007686224533,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
x,e,d,h,xPhoneme,https://storage.googleapis.com/roar-ak/en/shared/xPhoneme.mp3,letterPhoneme,1.0,-2.66428378778039,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.66428378778039,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
y,o,k,r,yPhoneme,https://storage.googleapis.com/roar-ak/en/shared/yPhoneme.mp3,letterPhoneme,1.0,-1.99102120044188,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.99102120044188,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
z,u,l,t,zPhoneme,https://storage.googleapis.com/roar-ak/en/shared/zPhoneme.mp3,letterPhoneme,1.0,-2.84593329882273,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-2.84593329882273,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
ch,oo,ck,qu,chPhoneme,https://storage.googleapis.com/roar-ak/en/shared/chPhoneme.mp3,letterPhoneme,1.0,0.556887397113931,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.556887397113931,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
sh,qu,ck,ch,shPhoneme,https://storage.googleapis.com/roar-ak/en/shared/shPhoneme.mp3,letterPhoneme,1.0,-0.741894514585619,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-0.741894514585619,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
th,ck,ch,qu,thUnvoicedPhoneme,https://storage.googleapis.com/roar-ak/en/shared/thUnvoicedPhoneme.mp3,letterPhoneme,1.0,0.740342899707428,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.740342899707428,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
qu,th,ch,sh,quPhoneme,https://storage.googleapis.com/roar-ak/en/shared/quPhoneme.mp3,letterPhoneme,1.0,-1.61950302138391,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,-1.61950302138391,0.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA
